date_pulled,query,piece_name,category,era_or_year,materials_gemstones,asking_or_hammer_price,price_type,source_site,listing_url,notes
2026-08-04,David Webb brooch for sale 1stDibs price,Detachable Diamond Brooch,brooch,20th century,"platinum, 18k gold, 33 carats mixed cut diamonds",0,asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/brooches/brooches/,Signed David Webb. Detachable brooch design. Price not individually listed in search results.
2026-08-04,David Webb brooch for sale 1stDibs price,Platinum Domed Diamond Brooch,brooch,20th century,"platinum, approx. 10 carats SI1/H round brilliant diamonds",0,asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/brooches/brooches/,"Measures 1.5"" x 7/8"". Hallmarked Webb and Plat. Price not individually listed in search results."
2026-08-04,David Webb brooch for sale 1stDibs price,Platinum & 18K Gold Black Enamel Elephant Brooch,brooch,,"platinum, 18k yellow gold, black enamel",0,asking,1stdibs.com,https://www.1stdibs.com/buy/david-webb-elephant/,"Current retail price approximately $39,000 per listing notes. Part of David Webb elephant collection averaging $34,250 on 1stDibs."
2026-08-04,David Webb brooch for sale 1stDibs price,Unicorn Brooch,brooch,20th century,18k yellow gold,0,asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/brooches/brooches/,Described as exquisitely detailed. Price not individually listed in search results.
2026-08-04,David Webb brooch for sale 1stDibs price,Coral & Diamond Frog Brooch,brooch,20th century,"18k gold, platinum, coral, diamonds, white enamel",0,asking,1stdibs.com,https://www.1stdibs.com/buy/webb-brooch/,"Coral carved into frog form. Part of David Webb coral brooch category (range $4,000–$94,000, avg $24,900). Price not individually listed in search results."
2026-08-04,David Webb necklace for sale 1stDibs price,"Coral Bead, White Enamel and Diamond Necklace",necklace,1970s,"18k yellow gold, platinum, round coral beads, round-brilliant diamonds (~9.47 cts), tulip-tipped white enamel transition links",215000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/david-webb-coral-bead-white-enamel-diamond-necklace/id-j_23921102,Signed David Webb; categorized as Vintage 1970s American Beaded Necklace
2026-08-04,David Webb necklace for sale 1stDibs price,"18K Yellow Gold Coral, Onyx, Turquoise Necklace",necklace,,"18k yellow gold, carved Chinese coral centerpiece bead (~27mm), large coral beads (15–17mm), turquoise beads (~15.5mm), onyx and gold links",63900,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/david-webb-18k-yellow-gold-coral-onyx-turquoise-necklace/id-j_24465992,Exceptional carved coral centerpiece; bold colorful multi-stone design
2026-08-04,David Webb necklace for sale 1stDibs price,18K Gold Lion Head Link Necklace with Pavé Diamond Pendant,necklace,20th century,"18k yellow gold, pave diamonds",0,asking,1stdibs.com,https://www.1stdibs.com/buy/david-webb-jewellery/,Long necklace with large figured links interspersed with lion heads; pendant features a lion inset with pavé diamonds; signed David Webb
2026-08-04,David Webb necklace for sale 1stDibs price,Tassel Necklace with Detachable Pendant Brooch,necklace,circa 1970,"18k gold, textured beads",0,asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/,28 inches with tassel; can be shortened to 2+ inches; detachable pendant brooch; circa 1970
2026-08-04,David Webb necklace for sale 1stDibs price,Rock Crystal Necklace (Category Range),necklace,20th century,"platinum, diamonds, onyx, rock crystal, pearls",36500,asking,1stdibs.com,https://www.1stdibs.com/buy/david-webb-rock-crystal-necklace/,"Category average price $36,500; range $14,500–$150,000 across 11 listings; 1980s bold graphic style noted"
2026-08-04,David Webb necklace for sale 1stDibs price,Platinum & 18K Yellow Gold Black Enamel Collar Necklace,necklace,20th century,"platinum, 18k yellow gold, black enamel",0,asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/necklaces/choker-necklaces/,Statement luxury collar; sleek black enamel detailing; listed in choker necklace category
2026-08-04,David Webb necklace for sale 1stDibs price,Diamond & Platinum Hinged Choker Necklace,necklace,20th century,"platinum, 18k gold, full-cut diamonds (~2.50 cts total)",0,asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/necklaces/choker-necklaces/,"Hinged choker design; set in platinum and 18k gold; choker category price range up to $420,000"
2026-08-04,David Webb necklace for sale 1stDibs price,David Webb Necklaces — Overall Market Range on 1stDibs,necklace,20th century,"various: gold, diamonds, coral, enamel, jade, rock crystal, emerald, ruby, sapphire",46160,asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/necklaces/,"102+ necklaces listed; price range $5,120–$420,000; average $46,160; majority designed in the 20th century"
2026-08-04,David Webb zebra bracelet auction result price,David Webb Enamel and Diamond Zebra Bracelet,bracelet,,"18k gold, platinum, black and white enamel, round-cut diamonds, ruby cabochon eyes",,hammer,liveauctioneers.com,https://www.liveauctioneers.com/price-result/david-webb-enamel-and-diamond-zebra-bracelet/,Iconic Zebra from Animal Kingdom Collection; fits 7-inch wrist; properly marked. Specific hammer price not publicly listed on result page.
2026-08-04,David Webb zebra bracelet auction result price,David Webb 18K YG Platinum Zebra Bracelet,bracelet,,"18k yellow gold, platinum, black and white enamel, 84 brilliant-cut diamonds (~4.00 ctw), two oval ruby cabochons (~1.0 ctw)",,hammer,liveauctioneers.com,https://www.liveauctioneers.com/price-guide/david-webb/26030/,Listed in LiveAuctioneers price guide archive; specific hammer price requires account login to view.
2026-08-04,David Webb zebra bracelet auction result price,D.Webb 18K Gold Zebra Enamel Bracelet,bracelet,,"18k yellow gold, black and white enamel",19000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/link-bracelets/dwebb-18k-gold-zebra-enamel-bracelet/id-j_23998952,"Width 14mm, length 170mm, weight 83.4g. Listed at $19,000 (discounted from $26,400 list price). Seller located in Flushing, NY."
2026-08-04,David Webb zebra bracelet auction result price,David Webb Platinum & 18K Yellow Gold Zebra Black and White Enamel Diamond Bracelet,bracelet,,"18k yellow gold, platinum, black and white enamel, diamonds",75520,asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/bangles/david-webb-platinum-18k-yellow-gold-zebra-black-white-enamel-diamond-brace/id-j_16014912,"Listed at $75,520 (list price). Animal Kingdom collection piece."
2026-08-04,David Webb zebra bracelet auction result price,David Webb Zebra Enamel Ring,ring,,"18k yellow gold, black and white enamel",8750,hammer,fortunaauction.com,https://fortunaauction.com/david-webb-auction-results-selling-guide/,"Sale 1095, May 2023, Lot 2003. Sold at Fortuna Auction. Benchmark for single-animal pieces at ring scale."
2026-08-04,David Webb zebra bracelet auction result price,David Webb Zebra Enamel Gold Ring,ring,20th century,"18k yellow gold, black and white enamel",6000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/rings/more-rings/david-webb-zebra-enamel-gold-ring/id-j_8399642,"Ring size 5.25, top 15mm x 20mm, weighs 21.4g. Marked Webb 18k. Seller located in New York, NY."
2026-08-04,David Webb zebra bracelet auction result price,David Webb Zebra Enamel and 18 Karat Gold Pendant,necklace,,"18k yellow gold, black and white enamel",5500,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/necklace-enhancers/designer-david-webb-zebra-enamel-18-karat-gold-pendant/id-j_6536842,"Discounted from $7,000 list price. Seller located in Scottsdale, AZ."
2026-08-04,David Webb zebra bracelet auction result price,David Webb High Dome Zebra Stripe Ring,ring,,"18k yellow gold, black and white enamel",,estimate,liveauctioneers.com,,"Estimate $1,000–$2,000 per Mark Lawson Antiques / LiveAuctioneers Lot 304. High dome design with black and white enamel stripes."
2026-08-04,David Webb Sotheby's jewelry auction result,Fancy Light Pinkish Brown Diamond and Diamond Ring,ring,,"fancy light pinkish brown diamond, diamonds",700000,hammer,sothebys.com,https://www.sothebys.com/en/articles/artful-elegance-a-guide-to-collecting-iconic-david-webb-jewelry,"Sold for almost $700,000 in 2023 per Sotheby's collecting guide; lot 10 in 2023 Magnificent Jewels sale"
2026-08-04,David Webb Sotheby's jewelry auction result,"Tiger Head Gold, Enamel, Emerald and Diamond Bracelet",bracelet,,"18k gold, enamel, emeralds, diamonds",80000,hammer,sothebys.com,https://www.sothebys.com/en/articles/artful-elegance-a-guide-to-collecting-iconic-david-webb-jewelry,"Most expensive animal motif bracelet sold at Sotheby's; sold for over $80,000 in 2024 per Sotheby's collecting guide"
2026-08-04,David Webb Sotheby's jewelry auction result,"Gold, Enamel, Ruby and Diamond Animal Bracelet (Zebra motif)",bracelet,,"18k gold, enamel, rubies, diamonds",50000,hammer,sothebys.com,https://www.sothebys.com/en/articles/artful-elegance-a-guide-to-collecting-iconic-david-webb-jewelry,"Sold for almost $50,000 in 2022 per Sotheby's collecting guide; iconic zebra bracelet design"
2026-08-04,David Webb Sotheby's jewelry auction result,"Ruby, Emerald, Enamel and Diamond Clip-Brooch",brooch,,"rubies, emeralds, enamel, diamonds",50000,estimate,sothebys.com,https://www.sothebys.com/en/sell/jewelry/david-webb,"Estimate $40,000–$60,000; Magnificent Jewels online sale, 26 Nov–12 Dec 2024, New York, lot 53"
2026-08-04,David Webb Sotheby's jewelry auction result,Pair of Emerald and Diamond Pendant-Earclips,earrings,,"emeralds, diamonds",40000,estimate,sothebys.com,https://www.sothebys.com/en/sell/jewelry/david-webb,"Estimate $30,000–$50,000; Magnificent Jewels sale, 8 June 2023, New York, lot 116"
2026-08-04,David Webb Sotheby's jewelry auction result,"Group of 18 Karat Gold, Platinum, Ruby and Diamond Jewelry",other,,"18k gold, platinum, rubies, diamonds — includes paisley pendant-brooch and gold link necklace",93750,hammer,sothebys.com,http://www.sothebys.com/en/auctions/ecatalogue/2014/magnificent-jewels-n09234/lot.53.html,"Estimate $30,000–$40,000; sold well above estimate at $93,750; 2014 Magnificent Jewels sale, lot 53; signed David Webb"
2026-08-04,David Webb Sotheby's jewelry auction result,Gold Hammered Ropetwist Necklace with Circular Pendant/Brooch,necklace,,"18k gold, hammered ropetwist links, openwork circular pendant; convertible brooch fitting",37500,hammer,sothebys.com,http://www.sothebys.com/en/auctions/ecatalogue/2015/important-jewels-n09400/lot.459.html,"2015 Important Jewels sale, lot 459; 32-inch length with detachable segments; signed David Webb; gross weight approx. 295 dwts"
2026-08-04,David Webb Sotheby's jewelry auction result,"Coral, Ceramic and Diamond Sautoir",necklace,,"coral beads, ceramic elements, brilliant-cut diamonds, hammered gold clasp",12500,estimate,sothebys.com,https://www.sothebys.com/en/buy/auction/2026/fine-jewelry-ge2612/coral-ceramic-and-diamond-sautoir,"Estimate 10,000–15,000 CHF (~$11,000–$16,500 USD); Fine Jewelry Geneva sale, 14 May 2026, lot 732; property from a Distinguished Collector; restricted species notation"
2026-08-04,David Webb frog bracelet price,"Green Enamel, Diamond and Ruby Frog Bracelet",bracelet,,"18k yellow gold, platinum, green enamel, oval cabochon ruby eyes, 22 round diamonds (~0.60 ct), 2 additional cabochon ruby clasps",68000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/more-bracelets/david-webb-diamond-ruby-enamel-giraffe-bracelet/id-j_12250852,"Stylized frog with braided legs, green enamel, polished spiraled gold balls; inner circumference 6 inches (smaller wrist); signed David Webb; ~67.3 dwts"
2026-08-04,David Webb frog bracelet price,Vintage 1960s Double Headed Frog Bracelet,bracelet,1960s,"18k yellow gold, platinum, blue enamel, 6 cabochon rubies, 64 round brilliant-cut diamonds",75000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/link-bracelets/vintage-1960s-david-webb-double-headed-frog-bracelet/id-j_26050722,Double-headed frog design; signed David Webb; size 6.5 inches; circa 1960s
2026-08-04,David Webb frog bracelet price,"Frog Bracelet (Ruby, 18k Gold, Platinum)",bracelet,,"18k yellow gold, platinum, ruby, enamel",37050,asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/clamper-bracelets/david-webb-frog-bracelet/id-j_10699842/,"List price was $39,000; currently discounted to $37,050; 20th Century American Modern Clamper Bracelet category"
2026-08-04,David Webb frog bracelet price,Emerald Frog Gold Cuff Bracelet,bracelet,20th century,"18k yellow gold, emerald cabochon eyes",35000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/david-webb-emerald-frog-gold-cuff-bracelet/id-j_25971662,"Iconic cuff depicting a single frog with emerald cabochon eyes; fits ~7"" wrist; width 1.5""; weight 126.3g; marked Webb and 18k inside; wear consistent with age"
2026-08-04,David Webb frog bracelet price,"Platinum & 18K Yellow Gold Green Enamel, Diamond and Ruby Frog Bracelet",bracelet,,"18k yellow gold, platinum, green enamel, diamonds, rubies",55200,asking,thebackvault.com,https://thebackvault.com/collections/david-webb/bracelet,Listed by The Back Vault estate jewelry dealer; certified David Webb piece
2026-08-04,David Webb frog bracelet price,"Ruby, Diamond and Enamel Frog Bracelet",bracelet,,"18k yellow gold, platinum, green enamel, cabochon ruby eyes, diamond-set platinum lips and hands, bezel-set cabochon ruby connector",0,asking,beladora.com,https://www.beladora.com/products/518067-david-webb-ruby-diamond-and-enamel-frog-bracelet-in-18k-gold-and-platinum,Articulated hinged bangle; two facing green enamel frogs conjoined by cabochon ruby; signed Webb; minor enamel wear; price not publicly displayed on listing page
2026-08-04,David Webb frog bracelet price,"Gold, Platinum, Enamel, Ruby and Diamond Frog Bracelet",bracelet,1960s,"18k yellow gold, platinum, green enamel, cabochon rubies, diamonds",0,asking,sothebys.com,https://www.sothebys.com/en/buy/_david-webb-gold-Platinum-enamel-ruby-and-diamond-frog-bracelet-47ec,"Two facing frogs with ruby cabochon eyes, green enamel body, diamond lips; joined by cabochon rubies top and bottom; circa 1960s; inner circumference 7.7 inches; price shown only after adding to bag"
2026-08-04,David Webb frog bracelet price,"Enameled 18K Yellow Gold, Diamond and Ruby Frog Bracelet (Auction Result)",bracelet,,"18k yellow gold, enamel, diamonds, rubies",37500,hammer,liveauctioneers.com,https://www.liveauctioneers.com/price-guide/david-webb/26030/,Sold in a June 11 fine jewelry auction; result reported by LiveAuctioneers price guide
2026-08-04,David Webb cross pendant price,Rock Crystal Large Maltese Cross Scroll Pendant Brooch,brooch,,"Platinum, 18k yellow gold, faceted rock crystal, round-cut diamonds",34400,asking,thebackvault.com,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-rock-crystal-large-maltese-cross-scroll-pendant-brooch-rr8104,Brooch/pendant convertible; 2.75x2.80 inches; 76.5g; signed WEBB; condition: excellent
2026-08-04,David Webb cross pendant price,Rock Crystal Maltese Style Cross Pendant Brooch,brooch,20th century,"Platinum, 18k yellow gold, checkerboard-cut rock crystal, round-cut diamonds",24960,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/david-webb-18k-yellow-gold-rock-crystal-maltese-style-cross-pendant-brooch/id-j_17680622,"20% off from $31,200; 2.5x2.5 inches; double pin closure; wearable as pendant or brooch; signed WEBB"
2026-08-04,David Webb cross pendant price,Maltese Cross Diamond Brooch Pendant,brooch,20th century,"18k yellow gold, platinum, pavé diamonds (~12.00 ct total), bezel-set center diamond (~1.20 ct)",95000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/brooches/brooches/david-webb-azurmalachite-ruby-diamond-maltese-cross-brooch/id-j_12438972,Hammered gold arms with high-relief sculptural form; signed WEBB; dual wear as brooch or pendant
2026-08-04,David Webb cross pendant price,Vintage Maltese Cross Brooch Pendant,brooch,vintage,"Platinum, 18k yellow gold, diamonds",31410,hammer,liveauctioneers.com,https://www.liveauctioneers.com/search/david-webb-vintage-jewelry,Sold via Mynt Auctions with 28 bids; wearable as brooch or pendant
2026-08-04,David Webb cross pendant price,"Lapis, White Enamel and Diamond Maltese Cross Style Brooch Pendant",brooch,1960s,"Platinum, 18k yellow gold, lapis lazuli, white enamel, diamonds",0,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/necklace-enhancers/david-webb-heraldic-lapis-diamond-enamel-gold-platinum-brooch-pendant/id-j_11061992/,Circa 1960s; 2.7 inches wide; cross-style design with lapis center; price not captured in search results
2026-08-04,David Webb cross pendant price,Hammered Gold Stylized Cross Pendant Necklace with Diamond Star Plaque,necklace,,"18k hammered yellow gold, round and single-cut diamonds (star-shaped pavé plaque)",0,hammer,barnebys.com,https://www.barnebys.com/realized-prices/David_Webb.html?p=21,Detachable pendant-brooch designed as stylized cross; chain detaches into five segments; includes alternate hammered gold star-shaped center; signed WEBB; price not captured in snippet
2026-08-04,David Webb cross pendant price,Vintage 1980s Diamond Rock Crystal Pendant,other,1980s,"Platinum, 18k white gold, carved rock crystal, diamonds",28000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/more-jewelry-watches/more-jewelry/david-webb-platinum-18k-yellow-gold-rock-crystal-large-maltese-cross-scroll-pendant-brooch-rr8104/id-j_12862122,Circa 1980s; 2.0x1.25 inches; stamped WEBB; chain not included
2026-08-04,David Webb cross pendant price,Enamel and Diamond Anchor Pendant Brooch,brooch,,"Platinum, 18k yellow gold, enamel, diamonds",22500,hammer,fortunaauction.com,https://fortunaauction.com/david-webb-auction-results-selling-guide/,"Fortuna Sale 1072 (April 2022), lot 2086; maritime motif; pendant/brooch convertible"
